ID,target,prompt_label,prompt,PCD SCORE,human_annotator_1,human_annotator_2,human_annotator_3,confidence,majority,gpt-4.1-mini
7,Elsa,10_keywords_3,"Animation, Frost, Crown, Disney, Snowflakes, Frozen, Tiara, Hairstyle, Silver, cartoon",-0.04354524612,1,1,1,3,1,1
8,Elsa,5_keywords_1,"Magic, Cape, Snowflakes, Fantasy, Braid",-0.1522143334,0,0,0,0,0,0
9,Elsa,5_keywords_2,"Sparkle, Animation, Frozen, Snowflakes, Magic",-0.04984900355,1,1,1,3,1,1
10,Elsa,5_keywords_3,"Cape, Silver, Disney, Glitter, Snow",-0.1403243244,0,0,0,0,0,0
11,Elsa,2,"A cartoon figure with a subtle aura of frost, wearing light blue clothing with gentle shimmer.",-0.05590951443,0,0,0,0,0,0
12,Elsa,3,A cheerful animated character featuring soft icy tones and delicate accents of blue and white.,-0.08205407858,0,0,0,0,0,1
13,Elsa,10,"A dynamic portrait of a regal character with softly braided platinum hair and a refined light-blue gown featuring intricate frost patterns, set in a magical winter forest with drifting snow.",-0.1504267901,0,0,1,1,0,1
14,Elsa,11,"An expressive animated character with signature platinum braids, donning an elaborately detailed ice-blue dress with exquisite snowflake designs, against a backdrop of a glacial palace and softly falling snow.",-0.08723396063,1,1,1,3,1,1
15,Elsa,12,"A detailed illustration of a cartoon ice sorceress with elegant platinum braids, wearing a high-collared, shimmering blue gown embellished with delicate crystalline motifs, as swirling winter winds create a magical ambiance.",-0.0960482657,0,0,0,0,0,1
16,Elsa,14,"A captivating scene of a serene ice enchantress with flowing platinum braids, an exquisitely detailed blue dress with snowflake embroidery and shimmering accents, set amidst a twilight winter wonderland of ice castles.",-0.09869047999,0,0,1,1,0,1
17,Elsa,15,"A richly detailed animated portrait featuring a regal character with impeccably braided platinum hair, clothed in an ornate, ice-blue gown patterned with intricate frost designs, framed by a stunning winter cityscape with icy spires.",-0.1104374975,0,0,0,0,0,1
18,Elsa,16,"A sophisticated illustration of a cartoon ice queen with signature platinum braids and a flowing, elaborately decorated blue gown adorned with delicate crystalline frost motifs, standing in a breathtaking winter wonderland.",-0.1096104681,0,0,0,0,0,1
19,Elsa,17,"A dynamic depiction of an animated ice sorceress with glossy, intricately braided platinum hair, wearing a layered ice-blue gown embellished with sparkling snowflake and crystal motifs, set against a magical kingdom of glittering ice.",-0.1107619703,0,0,0,0,0,1
20,Elsa,20,"A masterpiece of digital art: Elsa, the iconic ice queen with long, immaculate platinum braids, wearing an exquisitely detailed, shimmering ice-blue gown adorned with intricate snowflake and frost motifs, her poised expression exuding regal winter magic as she stands amidst a breathtaking kingdom of glistening ice palaces and softly cascading snowflakes.",-0.05926352739,0,0,1,1,0,1
1,Mario,20_keywords,"Nintendo, Bowser, Yoshi, Italian, Princess Peach, video games, Cap, coins, plumber, Question Block, hero, jumping, power-ups, mustache, iconic, mushroom kingdom, Fire Flower, Super Star, jumps, pipes, cartoon",-0.03001439571,1,1,1,3,1,1
2,Mario,15_keywords_1,"Italian, plumber, iconic, Cap, video games, Super Star, Question Block, Bowser, Nintendo, mushroom kingdom, power-ups, cartoon, mustache, jumping, pipes",0.01764932275,1,1,1,3,1,1
3,Mario,15_keywords_2,"power-ups, coins, hero, plumber, jumps, pipes, Princess Peach, mushroom kingdom, Super Star, Fire Flower, Question Block, Italian, Cap, jumping, Yoshi",-0.05411416292,1,1,1,3,1,1
4,Mario,15_keywords_3,"coins, hero, Question Block, pipes, Super Star, Yoshi, Italian, Cap, Bowser, mustache, Nintendo, iconic, mushroom kingdom, cartoon, Fire Flower",-0.06692707539,1,1,1,3,1,1
5,Mario,10_keywords_1,"Yoshi, Nintendo, Princess Peach, pipes, jumping, Question Block, hero, coins, Cap, Italian",-0.03133636713,1,1,1,3,1,1
6,Mario,10_keywords_2,"plumber, Nintendo, power-ups, coins, pipes, mushroom kingdom, cartoon, mustache, Yoshi, Super Star",-0.0521749258,1,1,1,3,1,1
7,Mario,10_keywords_3,"jumping, Yoshi, pipes, Nintendo, power-ups, jumps, Super Star, cartoon, Fire Flower, iconic",-0.03822374344,1,1,1,3,1,1
8,Mario,5_keywords_1,"jumping, Cap, jumps, coins, Princess Peach",-0.1398937702,0,0,0,0,0,0
9,Mario,5_keywords_2,"Italian, Yoshi, mustache, Cap, cartoon",0.01300272346,1,1,1,3,1,1
10,Mario,5_keywords_3,"video games, jumps, pipes, Nintendo, hero",-0.04971083999,1,1,1,3,1,1
11,Mario,1,A vibrant cartoon character with a red cap and playful energy in a colorful animated world.,-0.1400634348,0,0,0,0,0,1
12,Mario,3,"An animated character sporting a red cap and hinting at a blue outfit, set against a bright, inviting backdrop.",-0.08883106709,0,0,0,0,0,1
13,Mario,4,"A smiling cartoon character with a red cap and subtle blue overalls, rendered in a classic, playful style.",-0.08749398589,0,0,0,0,0,1
14,Mario,7,"A detailed illustration of a mustachioed plumber wearing a red cap with an emblem, blue overalls, and a matching red shirt, set in a vibrant video game scene with pipes, coins, and whimsical brick blocks.",-0.1703453958,0,1,1,2,1,1
15,Mario,9,"An engaging cartoon scene featuring a cheerful plumber with a signature red cap carrying an 'M' emblem, a full bushy mustache, blue overalls paired with a red shirt, and a backdrop of iconic green pipes, brick blocks, and floating coins.",-0.1173422039,1,1,1,3,1,1
16,Mario,10,"A vibrant depiction of a classic video game hero: a mustachioed plumber with a red cap branded by an 'M', blue overalls, and a red shirt, energetically mid-jump among detailed green pipes, golden coins, and retro brick platforms.",-0.1086744666,1,1,1,3,1,1
17,Mario,11,"A richly detailed digital painting of a renowned plumber character, complete with a red cap emblazoned with an 'M', a vigorous bushy mustache, blue denim overalls, and a red shirt, captured mid-leap in a pixel art world filled with green pipes and shining coins.",-0.1129441857,1,1,1,3,1,1
18,Mario,12,"A high-resolution illustration featuring a dynamic, mustachioed plumber in a red cap with a signature emblem, blue overalls, and a bold red shirt; he’s shown leaping through a magical video game environment with iconic green pipes, glowing coins, and charming brick platforms.",-0.1172850728,1,1,1,3,1,1
19,Mario,13,"A captivating scene of a modern cartoon plumber hero wearing a distinctive red cap with an 'M', a full bushy mustache, classic blue overalls, and a bright red shirt, actively jumping amidst a richly textured pixelated world with green pipes, coins, mushrooms, and brick blocks.",-0.1297467947,1,1,1,3,1,1
20,Mario,20,"Mario, the iconic video game plumber, vividly illustrated with his trademark red cap emblazoned with a bold ""M"", a thick bushy mustache, blue denim overalls, and a bright red shirt; dynamically captured in mid-jump within a meticulously detailed pixel art universe featuring classic green pipes, layered brick platforms, glittering golden coins, power-up mushrooms and stars, and a vibrant, nostalgic game landscape that unmistakably brings his legendary character to life.",-0.05409348011,1,1,1,3,1,1
1,Mickey Mouse,20_keywords,"Disney, clubhouse, red, Walt Disney, black, cartoon, ears, white, classic, character, happy, fun, magic, silhouette, shorts, round, animation, mascot, animated, gloves, cartoon",0.01823711395,1,1,1,3,1,1
2,Mickey Mouse,15_keywords_1,"red, cartoon, gloves, magic, black, round, Walt Disney, mascot, cartoon, animation, animated, ears, fun, Disney, clubhouse",-0.02487140894,1,1,1,3,1,1
3,Mickey Mouse,15_keywords_2,"Disney, shorts, classic, animated, cartoon, white, Walt Disney, gloves, character, clubhouse, silhouette, red, cartoon, magic, fun",-0.102398634,0,0,0,0,0,1
4,Mickey Mouse,15_keywords_3,"animated, fun, classic, round, silhouette, white, shorts, cartoon, black, Walt Disney, ears, cartoon, mascot, animation, red",-0.04254716635,1,1,0,2,1,1
5,Mickey Mouse,10_keywords_1,"Walt Disney, animation, black, character, gloves, animated, magic, silhouette, clubhouse, shorts",-0.187237598,0,0,0,0,0,0
6,Mickey Mouse,10_keywords_2,"white, ears, black, magic, clubhouse, animated, mascot, shorts, character, gloves",-0.1834092736,0,0,0,0,0,0
7,Mickey Mouse,10_keywords_3,"animation, Disney, silhouette, black, ears, cartoon, magic, cartoon, gloves, shorts",-0.07824385166,1,1,0,2,1,1
8,Mickey Mouse,5_keywords_1,"shorts, fun, red, cartoon, cartoon",-0.155819267,0,0,0,0,0,0
9,Mickey Mouse,5_keywords_2,"clubhouse, animation, Disney, animated, cartoon",-0.2012387961,0,0,0,0,0,0
10,Mickey Mouse,5_keywords_3,"clubhouse, magic, fun, red, character",-0.2632357031,0,0,0,0,0,0
11,Mickey Mouse,1,"A cheery cartoon mouse character with a subtle nod to vintage animation, featuring a hint of large, rounded ears and a classic color scheme.",-0.110176459,0,0,0,0,0,0
12,Mickey Mouse,4,"A smiling animated mouse with prominent circular ears and soft contrasting colors, reminiscent of early animation styles with delicate glove-like details.",-0.1591417193,0,0,0,0,0,0
13,Mickey Mouse,5,"A charming animated mouse showcasing oversized round ears, a hint of red shorts, and distinctive white gloves, evoking a timeless cartoon vibe.",-0.09682658315,0,0,0,0,0,0
14,Mickey Mouse,10,"A vibrant cartoon mouse with classic large round ears, distinct red shorts, bright yellow shoes, and striking white gloves, rendered in a cheerful, old-school animation style.",-0.1534120888,0,0,0,0,0,1
15,Mickey Mouse,12,"A detailed animated mouse character with prominent round ears, a classic outfit of red shorts, bright yellow shoes, and crisp white gloves, displayed in an engaging, fantastical scene.",-0.1411424875,0,0,0,0,0,0
16,Mickey Mouse,14,"A spirited cartoon mouse showcasing trademark oversized round ears, vivid red shorts, bold yellow shoes, and clean white gloves, playfully posed in a richly detailed animated park.",-0.1592723429,0,0,0,0,0,0
17,Mickey Mouse,15,"A vividly illustrated animated mouse characterized by large round ears, signature red shorts, sunny yellow shoes, and white gloves, exhibiting a lively stance and cheerful expression against a fantasy cartoon backdrop.",-0.183113724,0,0,0,0,0,0
18,Mickey Mouse,16,"A dynamic depiction of an animated mouse with distinctive large circular ears, red shorts, oversized yellow shoes, and white gloves, posed energetically in a richly detailed animated townscape.",-0.2103627175,0,0,0,0,0,1
19,Mickey Mouse,17,"An intricately designed cartoon mouse featuring unmistakable large round ears, bold red shorts, striking yellow shoes, and clean white gloves, brought to life with animated expressions in a bustling, storybook environment.",-0.1579607576,0,0,0,0,0,0
20,Mickey Mouse,20,"A comprehensive, unmistakable depiction of Mickey Mouse: an animated character with perfectly circular, oversized ears, classic red shorts, bold yellow shoes, and crisp white gloves, complete with a cheerful smile and sparkling eyes, dynamically set in a richly detailed, whimsical animated landscape.",-0.02115893364,1,1,1,3,1,1
1,Pikachu,20_keywords,"Pokémon, cute, anime, toy, yellow, character, red, series, mascot, small, Ash Ketchum, short, tail, ears, creature, electric, collectible, mouse, fictional, video games, cartoon",-0.06535184383,1,1,1,3,1,1
2,Pikachu,15_keywords_1,"fictional, mascot, short, creature, yellow, cute, character, Pokémon, cartoon, collectible, mouse, tail, toy, Ash Ketchum, small",-0.06092944741,1,1,1,3,1,1
3,Pikachu,15_keywords_2,"small, Pokémon, red, fictional, tail, electric, creature, cute, video games, mouse, series, collectible, cartoon, Ash Ketchum, yellow",-0.08269873261,1,1,1,3,1,1
4,Pikachu,15_keywords_3,"mouse, series, video games, character, small, cute, electric, fictional, red, creature, mascot, short, anime, tail, cartoon",-0.2545370162,0,0,0,0,0,0
5,Pikachu,10_keywords_1,"short, electric, video games, cartoon, collectible, series, mascot, Ash Ketchum, mouse, character",-0.1484620422,0,0,0,0,0,0
6,Pikachu,10_keywords_2,"Pokémon, mouse, yellow, cute, mascot, fictional, tail, small, toy, anime",-0.05825206637,1,1,1,3,1,1
7,Pikachu,10_keywords_3,"collectible, toy, short, red, mouse, series, yellow, electric, character, anime",-0.2732622027,0,0,0,0,0,1
8,Pikachu,5_keywords_1,"video games, collectible, cute, tail, mouse",-0.2031171471,0,0,0,0,0,0
9,Pikachu,5_keywords_2,"collectible, anime, electric, fictional, character",-0.1726429835,0,0,0,0,0,0
10,Pikachu,5_keywords_3,"mouse, Pokémon, video games, electric, small",-0.1680451185,0,0,0,0,0,0
11,Pikachu,2,"A small, vibrant cartoon character in predominantly yellow hues with subtle blush on its cheeks and gently pointed ears.",-0.1972256154,0,0,0,0,0,0
12,Pikachu,5,"A small, chubby cartoon creature with bright yellow fur, rosy red cheeks, and pointed ears featuring dark tips, exuding energetic charm.",-0.09640486538,0,0,0,0,0,0
13,Pikachu,9,"A dynamic depiction of a cute yellow cartoon character with prominent dark-tipped pointed ears, glowing red cheeks, and an emerging zigzag tail, set in a vivid, energetic landscape.",-0.1654494554,0,0,0,0,0,0
14,Pikachu,12,"An expressive digital painting of a lively yellow cartoon figure displaying signature dark-tipped pointed ears, bright red cheeks, and a distinct lightning bolt tail, set against a dynamic urban backdrop.",-0.1502545029,0,0,0,0,0,0
15,Pikachu,13,"A captivating scene showcasing a cheerful yellow character with iconic dark-tipped pointed ears, pronounced red cheeks, and a uniquely zigzag lightning bolt tail, illustrated with lively, animated motion.",-0.1840153784,0,0,0,0,0,0
16,Pikachu,15,"A comprehensive digital artwork featuring a small yellow character with clearly defined dark-tipped pointed ears, vibrant red cheeks, and an unmistakable lightning bolt tail, interacting with a charmingly detailed fantasy setting.",-0.1727401614,0,0,0,0,0,0
17,Pikachu,16,"An intricate depiction of a spirited yellow creature boasting signature dark-tipped pointed ears, blushing red cheeks, and a dynamic zigzag lightning bolt tail, rendered in a richly textured urban fantasy scene.",-0.1626586914,0,0,0,0,0,1
18,Pikachu,17,"A finely detailed illustration of a joyful yellow character with its trademark dark-tipped pointed ears, bright red cheeks, and a well-defined lightning bolt tail, set in a sunlit, whimsical forest clearing.",-0.108254686,0,0,0,0,0,0
19,Pikachu,18,"An elaborate digital composition portraying a dynamic yellow cartoon figure with distinctive dark-tipped pointed ears, radiant red cheeks, and a prominent zigzag lightning bolt tail, staged in a bustling modern cityscape.",-0.1261731684,0,0,0,0,0,0
20,Pikachu,20,"An exquisitely detailed digital illustration of Pikachu—the iconic yellow Pokémon—with signature dark-tipped pointed ears, bright rosy cheeks, and a distinct lightning bolt-shaped tail, rendered in a dynamic, high-energy style complete with a playful expression, vibrant environmental accents, and intricate background elements that unmistakably capture the beloved character’s essence.",-0.06986278296,1,1,1,3,1,1
1,Sonic the Hedgehog,20_keywords,"hedgehog, Sega, tails, video game, Blue, Genesis, zone, cartoon, Sonic boom, adventure, comics, speed, rings, running, collectible, fast, cool, sneakers, mascot, hero, cartoon",-0.04907006025,1,1,1,3,1,1
2,Sonic the Hedgehog,15_keywords_1,"comics, sneakers, Genesis, cartoon, speed, Blue, rings, tails, hero, video game, cartoon, hedgehog, Sega, zone, Sonic boom",-0.05140644312,1,1,1,3,1,1
3,Sonic the Hedgehog,15_keywords_2,"sneakers, Sega, Blue, cartoon, Genesis, cool, video game, adventure, hero, comics, collectible, hedgehog, cartoon, zone, mascot",-0.1723565757,0,0,1,1,0,1
4,Sonic the Hedgehog,15_keywords_3,"hero, Blue, collectible, Genesis, cartoon, rings, tails, zone, sneakers, adventure, cool, hedgehog, comics, Sega, mascot",-0.1148354411,1,1,1,3,1,1
5,Sonic the Hedgehog,10_keywords_1,"cartoon, video game, adventure, running, sneakers, Sonic boom, tails, Genesis, cartoon, comics",-0.1109384298,0,0,0,0,0,0
6,Sonic the Hedgehog,10_keywords_2,"adventure, hedgehog, Sonic boom, rings, mascot, speed, Blue, fast, zone, video game",-0.03734433651,1,1,1,3,1,1
7,Sonic the Hedgehog,10_keywords_3,"Genesis, zone, Sega, cool, fast, Sonic boom, tails, rings, running, collectible",0.002064138651,1,1,1,3,1,1
8,Sonic the Hedgehog,5_keywords_1,"mascot, cartoon, hedgehog, hero, Genesis",-0.1412582397,0,0,0,0,0,0
9,Sonic the Hedgehog,5_keywords_2,"fast, sneakers, hero, adventure, Sonic boom",-0.04439246655,1,1,1,3,1,1
10,Sonic the Hedgehog,5_keywords_3,"tails, Genesis, sneakers, fast, running",-0.1430036128,0,0,0,0,0,0
11,Sonic the Hedgehog,1,"A lively blue cartoon creature with a subtle spiky hairstyle, full of energy, standing on a simple background.",-0.2379522622,0,0,0,0,0,0
12,Sonic the Hedgehog,3,"A playful blue character with soft, spiky hair and expressive eyes, depicted in a dynamic, animated art style that subtly hints at speed.",-0.2197235525,0,0,0,0,0,0
13,Sonic the Hedgehog,4,"A cheerful blue cartoon figure with visible spiky hair and a hint of heroism, standing in a relaxed pose on a clean, simple background.",-0.1322637498,0,0,0,0,0,0
14,Sonic the Hedgehog,6,"A striking blue hedgehog-style character featuring pronounced spiky hair, vibrant red sneakers with white details, and crisp white gloves, set against a dynamic backdrop.",-0.08305177093,1,1,1,3,1,1
15,Sonic the Hedgehog,7,"An animated blue hedgehog with bold, spiky hair, red running shoes with white trim, and white gloves, depicted in mid-run with a sense of high-speed action.",-0.09699174762,0,1,1,2,1,1
16,Sonic the Hedgehog,9,"A vivid illustration of a blue hedgehog with sharp, spiky blue hair, bold red sneakers with white stripes, and clean white gloves, captured mid-sprint in an energetic scene.",-0.1107427478,0,1,1,2,1,1
17,Sonic the Hedgehog,11,"An animated blue hedgehog with iconic spiky hair, vibrant red running shoes lined with white, and signature white gloves, shown in a dynamic running pose against a digital cityscape.",-0.1261730492,0,1,0,1,0,1
18,Sonic the Hedgehog,14,"A carefully illustrated blue hedgehog with unmistakable spiky hair, vibrant red sneakers with white stripes, and white gloves, sprinting dynamically across a futuristic city filled with neon glows.",-0.1518268287,0,0,0,0,0,1
19,Sonic the Hedgehog,15,"A high-energy depiction of a blue hedgehog with energetic spiky blue hair, classic red sneakers with white accents, and salient white gloves, running with dramatic motion blur through a cyberpunk urban landscape.",-0.1292686462,0,0,0,0,0,1
20,Sonic the Hedgehog,20,"Sonic the Hedgehog: a fully detailed illustration of the iconic blue speedster featuring his signature spiky blue hair, vibrant green eyes, classic red sneakers with white stripes, and white gloves, captured in mid-run through an intricately rendered futuristic cityscape with vivid neon lights, dynamic motion blur, and an exhilarating sense of speed and adventure.",-0.06640124321,1,1,1,3,1,1
1,Spider_man,20_keywords,"costume, Marvel Comics, superhero, mask, New York, stealth, jumpsuit, swinging, friendly neighborhood, young, hooded, web-shooter, web-slinger, spider-sense, climbing, iconic, symbol, crawling, athletic, wall-crawler, cartoon",-0.05681359768,1,1,1,3,1,1
2,Spider_man,15_keywords_1,"stealth, New York, athletic, web-shooter, Marvel Comics, mask, cartoon, costume, hooded, spider-sense, wall-crawler, swinging, friendly neighborhood, superhero, iconic",-0.1819069088,1,1,1,3,1,1
3,Spider_man,15_keywords_2,"jumpsuit, young, hooded, superhero, costume, wall-crawler, symbol, New York, climbing, mask, stealth, friendly neighborhood, iconic, swinging, athletic",-0.1342249811,1,1,0,2,1,1
4,Spider_man,15_keywords_3,"superhero, athletic, wall-crawler, web-slinger, stealth, Marvel Comics, young, jumpsuit, mask, swinging, cartoon, climbing, spider-sense, symbol, friendly neighborhood",-0.0276286006,1,1,1,3,1,1
5,Spider_man,10_keywords_1,"wall-crawler, cartoon, Marvel Comics, crawling, hooded, stealth, swinging, New York, athletic, web-slinger",-0.1116620898,1,1,1,3,1,1
6,Spider_man,10_keywords_2,"spider-sense, web-shooter, stealth, friendly neighborhood, wall-crawler, swinging, mask, symbol, superhero, costume",-0.0263825357,1,1,1,3,1,1
7,Spider_man,10_keywords_3,"swinging, cartoon, athletic, Marvel Comics, jumpsuit, New York, costume, web-shooter, wall-crawler, friendly neighborhood",-0.0347366333,1,1,1,3,1,1
8,Spider_man,5_keywords_1,"wall-crawler, web-slinger, superhero, web-shooter, Marvel Comics",-0.01163673401,1,1,1,3,1,1
9,Spider_man,5_keywords_2,"young, Marvel Comics, superhero, crawling, cartoon",-0.1542872339,0,0,0,0,0,1
10,Spider_man,5_keywords_3,"iconic, stealth, climbing, superhero, web-shooter",-0.1081914306,0,1,0,1,0,1
11,Spider_man,1,"Create an illustration of a cartoon hero wearing a predominantly red outfit with subtle dark, web-like patterns and a mystery-shrouded mask.",-0.1921830475,0,0,0,0,0,1
12,Spider_man,2,"Depict an animated character in a red costume with hints of intricate web details on the fabric, set against a softly rendered urban background.",-0.1467598975,0,0,0,0,0,0
13,Spider_man,3,"Render a dynamic cartoon figure outfitted in a red suit featuring faint black webbing patterns and a simple mask with expressive eyes, posed against a minimalist cityscape.",-0.1520790607,0,1,0,1,0,0
14,Spider_man,5,"Generate an image of a nimble, web-slinging hero in a red and blue costume featuring detailed black web patterns, a mask with large expressive white eyes, and a dynamic urban setting.",-0.04402017593,1,1,1,3,1,1
15,Spider_man,7,"Illustrate a dynamic vigilante in a red and blue spandex suit adorned with fine black web patterns and a sleek mask emphasizing white eyes, leaping between high-rise buildings during twilight.",-0.1265467703,0,1,1,2,1,1
16,Spider_man,8,"Render a vibrant scene of an agile hero in a red and blue costume decorated with intricate web patterns and a subtle spider emblem, his masked face exuding determination as he swings across an urban skyline.",-0.0477207005,1,1,1,3,1,1
17,Spider_man,12,"Design an image of a celebrated web-slinger in a form-fitting red and blue outfit decorated with flowing black web patterns and a bold spider emblem on the chest, his mask with brilliant white eyes adding mystery, set in a densely detailed modern city at dusk.",-0.08659616113,1,1,1,3,1,1
18,Spider_man,17,"Craft a detailed illustration of a famed web-slinger in a classic red and blue costume, complete with elaborate black webbing and a central spider motif on his chest, and a mask with prominent white eyes; include a richly rendered nighttime cityscape with rain, neon lights, and skyscraper silhouettes as he leaps dynamically.",-0.05327650905,1,1,1,3,1,1
19,Spider_man,18,"Render an intricate artwork of a celebrated urban superhero in his iconic red and blue spandex suit decorated with precise black web patterns and a vivid spider emblem, his mask displaying large, determined white eyes, set against an atmospheric city scene with glowing neon signs, reflective puddles, and towering buildings.",-0.0961689949,1,1,1,3,1,1
20,Spider_man,20,"Illustrate Spider-Man, the iconic web-slinging superhero, in a vivid, ultra-detailed digital artwork: capture his classic red and blue spandex suit adorned with meticulously crafted black web patterns and an unmistakable spider emblem on his chest; his sleek mask features large, expressive white eyes that exude determination, while he swings dynamically through a rain-drenched nighttime New York City, complete with reflective wet streets, towering skyscrapers, and ambient neon lighting that emphasizes every acrobatic detail of his heroic presence.",-0.03846731782,1,1,1,3,1,1
1,Spongebob Squarepants,20_keywords,"Bikini Bottom, Nickelodeon, cartoon, yellow, Squidward, Krusty Krab, Patrick Star, pineapple, pants, Gary, sea, Krabs, Krabby Patty, square, fun, socks, Sandy Cheeks, animated, shoes, jellyfish, cartoon",-0.02018949389,1,1,1,3,1,1
2,Spongebob Squarepants,15_keywords_1,"sea, Patrick Star, Bikini Bottom, yellow, Gary, fun, Nickelodeon, Squidward, animated, cartoon, cartoon, shoes, pineapple, square, Sandy Cheeks",-0.02686659992,1,1,0,2,1,1
3,Spongebob Squarepants,15_keywords_2,"jellyfish, fun, pants, socks, Krabs, square, Patrick Star, animated, Krusty Krab, Gary, yellow, shoes, cartoon, Sandy Cheeks, Nickelodeon",-0.1028078049,0,0,0,0,0,0
